Id,Time,Value
2026352035,4/2/2016 12:08:20 AM,62
2026352035,4/2/2016 12:08:35 AM,62
2026352035,4/2/2016 12:08:50 AM,61
2026352035,4/2/2016 12:09:00 AM,62
2026352035,4/2/2016 12:09:15 AM,62
2026352035,4/2/2016 12:09:20 AM,63
2026352035,4/2/2016 12:09:35 AM,63
2026352035,4/2/2016 12:09:50 AM,63
2026352035,4/2/2016 12:10:05 AM,63
2026352035,4/2/2016 12:10:10 AM,62
2026352035,4/2/2016 12:10:20 AM,61
2026352035,4/2/2016 12:10:35 AM,61
2026352035,4/2/2016 12:10:50 AM,61
2026352035,4/2/2016 12:11:05 AM,61
2026352035,4/2/2016 12:11:10 AM,63
2026352035,4/2/2016 12:11:20 AM,61
2026352035,4/2/2016 12:11:30 AM,61
2026352035,4/2/2016 12:11:45 AM,61
2026352035,4/2/2016 12:12:00 AM,61
2026352035,4/2/2016 12:12:15 AM,61
2026352035,4/2/2016 12:12:30 AM,61
2026352035,4/2/2016 12:12:45 AM,61
2026352035,4/2/2016 12:12:50 AM,61
2026352035,4/2/2016 12:13:05 AM,61
2026352035,4/2/2016 12:13:10 AM,62
2026352035,4/2/2016 12:13:25 AM,62
2026352035,4/2/2016 12:13:40 AM,62
2026352035,4/2/2016 12:13:50 AM,62
2026352035,4/2/2016 12:14:05 AM,62
2026352035,4/2/2016 12:14:10 AM,61
2026352035,4/2/2016 12:14:25 AM,61
2026352035,4/2/2016 12:14:40 AM,61
2026352035,4/2/2016 12:14:55 AM,61
2026352035,4/2/2016 12:15:10 AM,61
2026352035,4/2/2016 12:15:20 AM,62
2026352035,4/2/2016 12:15:35 AM,62
2026352035,4/2/2016 12:15:50 AM,62
2026352035,4/2/2016 12:16:05 AM,62
2026352035,4/2/2016 12:16:20 AM,62
2026352035,4/2/2016 12:16:30 AM,61
2026352035,4/2/2016 12:16:35 AM,60
2026352035,4/2/2016 12:16:40 AM,60
2026352035,4/2/2016 12:16:55 AM,60
2026352035,4/2/2016 12:17:00 AM,68
2026352035,4/2/2016 12:17:05 AM,67
2026352035,4/2/2016 12:17:10 AM,67
2026352035,4/2/2016 12:17:25 AM,67
2026352035,4/2/2016 12:17:40 AM,67
2026352035,4/2/2016 12:17:55 AM,67
2026352035,4/2/2016 12:18:10 AM,67
2026352035,4/2/2016 12:18:20 AM,61
2026352035,4/2/2016 12:18:30 AM,60
2026352035,4/2/2016 12:18:45 AM,60
2026352035,4/2/2016 12:18:50 AM,60
2026352035,4/2/2016 12:19:05 AM,60
2026352035,4/2/2016 12:19:10 AM,61
2026352035,4/2/2016 12:19:20 AM,66
2026352035,4/2/2016 12:19:30 AM,61
2026352035,4/2/2016 12:19:45 AM,61
2026352035,4/2/2016 12:20:00 AM,61
2026352035,4/2/2016 12:20:15 AM,61
2026352035,4/2/2016 12:20:20 AM,62
2026352035,4/2/2016 12:20:30 AM,65
2026352035,4/2/2016 12:20:45 AM,65
2026352035,4/2/2016 12:21:00 AM,65
2026352035,4/2/2016 12:21:15 AM,65
2026352035,4/2/2016 12:21:30 AM,64
2026352035,4/2/2016 12:21:40 AM,62
2026352035,4/2/2016 12:21:55 AM,62
2026352035,4/2/2016 12:22:10 AM,62
2026352035,4/2/2016 12:22:25 AM,62
2026352035,4/2/2016 12:22:30 AM,64
2026352035,4/2/2016 12:22:40 AM,63
2026352035,4/2/2016 12:22:50 AM,65
2026352035,4/2/2016 12:23:05 AM,65
2026352035,4/2/2016 12:23:20 AM,65
2026352035,4/2/2016 12:23:35 AM,65
2026352035,4/2/2016 12:23:40 AM,62
2026352035,4/2/2016 12:23:50 AM,61
2026352035,4/2/2016 12:24:05 AM,61
2026352035,4/2/2016 12:24:10 AM,61
2026352035,4/2/2016 12:24:25 AM,61
2026352035,4/2/2016 12:24:40 AM,61
2026352035,4/2/2016 12:24:50 AM,63
2026352035,4/2/2016 12:25:00 AM,63
2026352035,4/2/2016 12:25:05 AM,64
2026352035,4/2/2016 12:25:10 AM,59
2026352035,4/2/2016 12:25:20 AM,57
2026352035,4/2/2016 12:25:35 AM,57
2026352035,4/2/2016 12:25:50 AM,57
2026352035,4/2/2016 12:26:00 AM,60
2026352035,4/2/2016 12:26:10 AM,61
2026352035,4/2/2016 12:26:25 AM,61
2026352035,4/2/2016 12:26:40 AM,64
2026352035,4/2/2016 12:26:50 AM,65
