Id,Time,Value
6391747486,4/5/2016 2:52:00 PM,98
6391747486,4/5/2016 2:52:05 PM,96
6391747486,4/5/2016 2:52:10 PM,89
6391747486,4/5/2016 2:52:20 PM,76
6391747486,4/5/2016 2:52:35 PM,76
6391747486,4/5/2016 2:52:40 PM,75
6391747486,4/5/2016 2:52:55 PM,75
6391747486,4/5/2016 2:53:00 PM,76
6391747486,4/5/2016 2:53:15 PM,76
6391747486,4/5/2016 2:53:20 PM,75
6391747486,4/5/2016 2:53:35 PM,75
6391747486,4/5/2016 2:53:40 PM,76
6391747486,4/5/2016 2:53:50 PM,77
6391747486,4/5/2016 2:54:00 PM,76
6391747486,4/5/2016 2:54:15 PM,76
6391747486,4/5/2016 2:54:20 PM,78
6391747486,4/5/2016 2:54:30 PM,76
6391747486,4/5/2016 2:54:45 PM,76
6391747486,4/5/2016 2:54:50 PM,77
6391747486,4/5/2016 2:55:00 PM,78
6391747486,4/5/2016 2:55:10 PM,80
6391747486,4/5/2016 2:55:15 PM,80
6391747486,4/5/2016 2:55:30 PM,79
6391747486,4/5/2016 2:55:40 PM,81
6391747486,4/5/2016 2:55:55 PM,81
6391747486,4/5/2016 2:56:00 PM,80
6391747486,4/5/2016 2:56:10 PM,78
6391747486,4/5/2016 2:56:20 PM,80
6391747486,4/5/2016 2:56:30 PM,82
6391747486,4/5/2016 2:56:40 PM,81
6391747486,4/5/2016 2:56:50 PM,78
6391747486,4/5/2016 2:57:00 PM,77
6391747486,4/5/2016 2:57:10 PM,75
6391747486,4/5/2016 2:57:20 PM,76
6391747486,4/5/2016 2:57:30 PM,75
6391747486,4/5/2016 2:57:45 PM,75
6391747486,4/5/2016 2:57:50 PM,73
6391747486,4/5/2016 2:57:55 PM,73
6391747486,4/5/2016 2:58:00 PM,75
6391747486,4/5/2016 2:58:10 PM,83
6391747486,4/5/2016 2:58:20 PM,84
6391747486,4/5/2016 2:58:30 PM,83
6391747486,4/5/2016 2:58:45 PM,83
6391747486,4/5/2016 2:58:55 PM,82
6391747486,4/5/2016 2:59:00 PM,81
6391747486,4/5/2016 2:59:05 PM,82
6391747486,4/5/2016 2:59:10 PM,82
6391747486,4/5/2016 2:59:25 PM,82
6391747486,4/5/2016 2:59:30 PM,79
6391747486,4/5/2016 2:59:40 PM,81
6391747486,4/5/2016 2:59:50 PM,77
6391747486,4/5/2016 3:00:00 PM,76
6391747486,4/5/2016 3:00:10 PM,77
6391747486,4/5/2016 3:00:20 PM,75
6391747486,4/5/2016 3:00:30 PM,78
6391747486,4/5/2016 3:00:40 PM,76
6391747486,4/5/2016 3:00:50 PM,77
6391747486,4/5/2016 3:00:55 PM,78
6391747486,4/5/2016 3:01:10 PM,78
6391747486,4/5/2016 3:01:20 PM,77
6391747486,4/5/2016 3:01:30 PM,81
6391747486,4/5/2016 3:01:40 PM,82
6391747486,4/5/2016 3:01:45 PM,82
6391747486,4/5/2016 3:02:00 PM,81
6391747486,4/5/2016 3:02:10 PM,80
6391747486,4/5/2016 3:02:25 PM,80
6391747486,4/5/2016 3:02:30 PM,79
6391747486,4/5/2016 3:02:35 PM,80
6391747486,4/5/2016 3:02:40 PM,82
6391747486,4/5/2016 3:02:45 PM,82
6391747486,4/5/2016 3:02:50 PM,83
6391747486,4/5/2016 3:02:55 PM,83
6391747486,4/5/2016 3:03:00 PM,82
6391747486,4/5/2016 3:03:10 PM,84
6391747486,4/5/2016 3:03:20 PM,84
6391747486,4/5/2016 3:03:35 PM,84
6391747486,4/5/2016 3:03:40 PM,83
6391747486,4/5/2016 3:03:50 PM,82
6391747486,4/5/2016 3:03:55 PM,81
6391747486,4/5/2016 3:04:10 PM,81
6391747486,4/5/2016 3:04:25 PM,81
6391747486,4/5/2016 3:04:40 PM,81
6391747486,4/5/2016 3:04:55 PM,81
6391747486,4/5/2016 3:05:10 PM,80
6391747486,4/5/2016 3:05:20 PM,79
6391747486,4/5/2016 3:05:30 PM,66
6391747486,4/5/2016 3:05:40 PM,64
6391747486,4/5/2016 3:05:50 PM,65
6391747486,4/5/2016 3:06:05 PM,65
6391747486,4/5/2016 3:06:10 PM,65
6391747486,4/5/2016 3:06:25 PM,65
6391747486,4/5/2016 3:06:40 PM,65
6391747486,4/5/2016 3:06:55 PM,65
6391747486,4/5/2016 3:07:10 PM,79
6391747486,4/5/2016 3:07:20 PM,78
6391747486,4/5/2016 3:07:30 PM,79
6391747486,4/5/2016 3:07:45 PM,79
6391747486,4/5/2016 3:08:00 PM,86
6391747486,4/5/2016 3:08:10 PM,81
6391747486,4/5/2016 3:08:20 PM,82
6391747486,4/5/2016 3:08:30 PM,81
6391747486,4/5/2016 3:08:45 PM,81
6391747486,4/5/2016 3:08:50 PM,82
6391747486,4/5/2016 3:09:00 PM,82
6391747486,4/5/2016 3:09:10 PM,81
6391747486,4/5/2016 3:09:25 PM,81
6391747486,4/5/2016 3:09:30 PM,82
6391747486,4/5/2016 3:09:40 PM,83
6391747486,4/5/2016 3:09:50 PM,83
6391747486,4/5/2016 3:10:00 PM,83
6391747486,4/5/2016 3:10:10 PM,83
6391747486,4/5/2016 3:10:20 PM,81
6391747486,4/5/2016 3:10:30 PM,80
6391747486,4/5/2016 3:10:40 PM,82
6391747486,4/5/2016 3:10:50 PM,83
6391747486,4/5/2016 3:11:00 PM,83
6391747486,4/5/2016 3:11:15 PM,83
6391747486,4/5/2016 3:11:20 PM,84
6391747486,4/5/2016 3:11:30 PM,83
6391747486,4/5/2016 3:11:35 PM,84
6391747486,4/5/2016 3:11:50 PM,83
6391747486,4/5/2016 3:11:55 PM,82
6391747486,4/5/2016 3:12:00 PM,84
6391747486,4/5/2016 3:12:15 PM,84
6391747486,4/5/2016 3:12:20 PM,84
6391747486,4/5/2016 3:12:25 PM,84
6391747486,4/5/2016 3:12:40 PM,83
6391747486,4/5/2016 3:12:50 PM,83
6391747486,4/5/2016 3:12:55 PM,83
6391747486,4/5/2016 3:13:10 PM,83
6391747486,4/5/2016 3:13:20 PM,82
6391747486,4/5/2016 3:13:30 PM,82
6391747486,4/5/2016 3:13:45 PM,82
6391747486,4/5/2016 3:13:50 PM,83
6391747486,4/5/2016 3:14:00 PM,82
6391747486,4/5/2016 3:14:10 PM,80
6391747486,4/5/2016 3:14:20 PM,79
6391747486,4/5/2016 3:14:30 PM,79
6391747486,4/5/2016 3:14:40 PM,78
